Informes Policiales de Accidentes de Tránsito (IPAT) ,Fecha del Accidente,Dirección,Latitud,Longitud,Barrio,Comuna,Corregimiento,Género,Hora,Gravedad,Clase de Accidente,Choque Con,Clase de Vehículo 1,Servicio,Hipótesis,Gravedad Conductor,Embriaguez,Grado,Clase de Vehículo 2,Servicio 2,Hipótesis 2,Gravedad Conductor 2,Embriaguez 2,Grado 2,Motocicleta,Mes
A001353123,2022-04-04T05:00:00Z,AV LAS PALMAS CALLE 8 CR 12,"4°34'15""N","74°36'53.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T20:55:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,103,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001353124,2022-04-04T05:00:00Z,CALLE 23 43 11,"4°19'43""N","74°23'11.0""W",VILLA PATRICIA,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T02:11:16Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,HERIDO,SI,NEGATIVA,AUTOMOVIL,PARTICULAR,122,ILESO,NO,SIN INFORMACION,MOTOCICLETA,ABRIL
A001353108,2022-04-05T05:00:00Z,CRA 39 ANTIGUA PANAMERICANA,"4°19'53""N","74°22'26.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,SIN INFORMACION,1899-12-31T23:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,102,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,ABRIL
96595.0,2022-04-06T05:00:00Z,VIA GIRADOT BOGOTA KM 60+600,"4°19'22""N","74°25'13.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T10:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIÓN,PÚBLICO,112,ILESO,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,ABRIL
A001353112,2022-04-06T05:00:00Z,CALLE 22 48A 30,"4°32'76""N","74°39'23.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T12:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,105,ILESO,NO,SIN INFORMACION,MOTOCICLETA,ABRIL
96596.0,2022-04-07T05:00:00Z,VIA BOGOTA GIRADOT KM 43+150,"4°15'34""N","74°32'34.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T21:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,BUS,PÚBLICO,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001353113,2022-04-08T05:00:00Z,CRA 27 33 7A ANTIGUA PANAMERICANA,"4°33'11""N","74°37'82.0""W",SECTOR EL INDIO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T00:21:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PÚBLICO,0,ILESO,NO,SIN INFORMACION,MICROBUS,PÚBLICO,121,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96597.0,2022-04-10T05:00:00Z,VIA BOGOTA GIRADOT KM 43+050,"4°15'36""N","74°32'38.0""W",ENTRADA A VATEAS,NO APLICA,SUR OCCIDENTAL,FEMENINO,1899-12-31T20:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,SI,0,BUSETA,PÚBLICO,121,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96644.0,2022-04-11T05:00:00Z,VIA BOGOTA GIRADOT KM 05+409,"4°34'87""N","74°39'10.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T14:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,119,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96645.0,2022-04-11T05:00:00Z,VIA BOGOTA GIRADOT KM 55+325,"4°17'02""N","74°28'26.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T17:55:00Z,MUERTO,ATROPELLO,OTRO,CAMIÓN,PÚBLICO,0,ILESO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
96646.0,2022-04-11T05:00:00Z,VIA BOGOTA GIRADOT KM 50+780,"4°15'54""N","74°30'38.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T12:30:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,CAMIÓN,PÚBLICO,157,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
96647.0,2022-04-11T05:00:00Z,VIA BOGOTA GIRADOT KM 52+150,"4°15'18""N","74°30'76.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T17:40:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,AUTOMÓVIL,PARTICULAR,157,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
96648.0,2022-04-12T05:00:00Z,VIA GIRADOT BOGOTA KM 52+000,"4°26'97""N","74°49'95.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T16:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,VOLQUETA,PÚBLICO,0,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96679.0,2022-04-14T05:00:00Z,VIA BOGOTA GIRADOT KM 51+500,"4°16'06""N","74°30'27.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T06:55:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIÓN,PÚBLICO,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96678.0,2022-04-14T05:00:00Z,VIA BOGOTA GIRADOT KM 55+450,"4°17'05""N","74°28'42.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T07:15:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,BUS,PÚBLICO,122,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96677.0,2022-04-14T05:00:00Z,VIA GIRADOT BOGOTA KM 44+100,"4°15'20""N","74°32'97.0""W",CANECAS,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T06:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,0,ILESO,SI,0,TRACTOCAMION,PÚBLICO,125,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
96676.0,2022-04-14T05:00:00Z,VIA BOGOTA GIRADOT KM 53+400,"4°15'37""N","74°31'53.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T15:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96649.0,2022-04-14T05:00:00Z,VIA BOGOTA GIRADOT KM 43+085,"4°15'35""N","74°32'37.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T06:45:00Z,HERIDO,VOLCAMIENTO,OBJETO FIJO,MICROBUS,PÚBLICO,202,HERIDO,SI,0,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
96680.0,2022-04-15T05:00:00Z,VIA GIRADOT BOGOTA KM 61+500,"4°19'52""N","74°25'49.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,FEMENINO,1899-12-31T12:50:00Z,MUERTO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157,HERIDO,SI,0,MOTOCICLETA,PARTICULAR,0,MUERTO,NO,0.0,MOTOCICLETA,ABRIL
A001503293,2022-04-15T05:00:00Z,VIA FUSAGASUGA - ARBALEZ K45,"4°30'50""N","74°40'45.0""W",VEREDA PLACER,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T20:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503294,2022-04-16T05:00:00Z,CRA 16A DG 23 AV MANUEL H CARDENAS,"4°33'17""N","74°37'57.0""W",CENTRO COMERCIAL JARDIN,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T19:00:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,151,HERIDO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,139,ILESO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001503295,2022-04-16T05:00:00Z,VIA PANAMERICANA KM 69 + 400,"4°20'38""N","74°22'04.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,FEMENINO,1899-12-31T22:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96683.0,2022-04-17T05:00:00Z,VIA GIRADOT BOGOTA KM 02+800,"4°33'79""N","74°41'53.0""W",VARIANTE,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T18:40:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96682.0,2022-04-17T05:00:00Z,VIA GIRADOT BOGOTA KM 45+000,"4°25'50""N","74°53'05.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T15:00:00Z,SOLO DAÑOS,INCENDIO,VEHÍCULO,CAMIONETA,PARTICULAR,211,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
96681.0,2022-04-17T05:00:00Z,VIA BOGOTA GIRADOT KM 53+149,"4°27'30""N","74°48'98.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T15:55:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIÓN,OFICIAL,121,ILESO,NO,SIN INFORMACION,MICROBUS,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96699.0,2022-04-18T05:00:00Z,VIA BOGOTA GIRADOT KM 74+630,"4°22'47""N","74°23'11.0""W",CARTODROMO - QUEBRAJACHO,NO APLICA,OCCIDENTAL,MASCULINO,1900-01-01T02:01:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,157,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,157,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503296,2022-04-18T05:00:00Z,VIA PANAMERICANA KM 69 + 850,"4°20'50""N","74°22'41.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T17:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PÚBLICO,0,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503417,2022-11-19T05:00:00Z,CARRERA 8 10 61,"4°34'05""N","74°36'31.0""W",CENTRO,CENTRO,NO APLICA,FEMENINO,1899-12-31T14:10:00Z,HERIDO,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,141,ILESO,SI,NEGATIVA,MOTOCICLETA,PARTICULAR,0,ILESO,SI,NEGATIVA,MOTOCICLETA,NOVIEMBRE
96700.0,2022-04-19T05:00:00Z,VIA BOGOTA GIRADOT KM 43+800,"4°19'05""N","74°25'49.0""W",EL TRIUNFO,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T21:39:00Z,MUERTO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,0,MUERTO,NO,SIN INFORMACION,TRACTOCAMION,PÚBLICO,157,ILESO,NO,SIN INFORMACION,MOTOCICLETA,ABRIL
96701.0,2022-04-19T05:00:00Z,VIA GIRADOT BOGOTA KM 47+150,"4°26'00""N","74°53'43.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T14:35:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,0,ILESO,NO,SIN INFORMACION,TRACTOCAMION,PÚBLICO,121,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503297,2022-04-19T05:00:00Z,CRA 10 CALLE 10A,"4°34'03""N","74°36'45.0""W",POTOSI,CENTRO,NO APLICA,MASCULINO,1899-12-31T19:15:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,CAMIÓN,PÚBLICO,139,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96702.0,2022-04-20T05:00:00Z,VIA BOGOTA GIRADOT KM 43+350,"4°15'27""N","74°32'31.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T01:06:16Z,HERIDO,CHOQUE,VEHÍCULO,VOLQUETA,PÚBLICO,0,ILESO,SI,0,CAMIÓN,PÚBLICO,157,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
A001503298,2022-04-20T05:00:00Z,CALLE 23 AV. MANUEL H. CARDENAS,"4°33'28""N","74°37'16.0""W",COLEGIO HIMALAYA,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T12:35:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,157,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503299,2022-04-21T05:00:00Z,CRA 8 CALLE 11 ESQUINA,"4°33'99""N","74°36'26.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1900-01-01T00:56:16Z,HERIDO,CHOQUE,VEHÍCULO,CAMPERO,PARTICULAR,115,HERIDO,SI,1,MOTOCICLETA,PARTICULAR,139,ILESO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001503300,2022-04-22T05:00:00Z,CALLE 16A FRENTE CLINICA BELLEN,"4°20'11""N","74°21'59.0""W",CLINICA BELEN,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T20:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,125,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,134,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96703.0,2022-04-23T05:00:00Z,VIA GIRADOT BOGOTA KM 48+150,"4°15'30""N","74°31'48.0""W",BOQUERON,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T07:00:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,CAMIÓN,PÚBLICO,138,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
A001503301,2022-04-23T05:00:00Z,CALLE 22 FRENTE ALA QUERENCIA,"4°19'43""N","74°23'14.0""W",COOVIPROF,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T22:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,134,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503302,2022-04-25T05:00:00Z,CRA 64 CALLE 23 MAIZ AMARILLO,"4°33'04""N","74°39'87.0""W",MAIZ AMARILLO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T20:30:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,139,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503303,2022-04-27T05:00:00Z,ENTRADA INTERMUNICIPAL AL TERMINAL,"4°34'69""N","74°37'79.0""W",ENTRADA TERMINAL,OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T11:50:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,122,ILESO,NO,SIN INFORMACION,BUS,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
A001503304,2022-04-27T05:00:00Z,CALLE 24 FRENTE AL INDIO,"4°19'53""N","74°22'39.0""W",SECTOR EL INDIO,SUR OCCIDENTAL,NO APLICA,FEMENINO,1899-12-31T23:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,PARTICULAR,123,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96704.0,2022-04-28T05:00:00Z,VIA BOGOTA GIRADOT KM 02+260,"4°33'46""N","74°41'55.0""W",NOVILLERO,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T05:10:00Z,HERIDO,CHOQUE,VEHÍCULO,CAMIÓN,PÚBLICO,0,ILESO,SI,0,CAMIÓN,PÚBLICO,0,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
A001503305,2022-04-28T05:00:00Z,CRA 6 12 53,"4°33'91""N","74°36'15.0""W",COBURGO,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T15:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,121,ILESO,NO,SIN INFORMACION,MOTOCICLETA,ABRIL
96705.0,2022-04-29T05:00:00Z,VIA BOGOTA GIRADOT KM 63+200,"4°32'55""N","74°41'78.0""W",JAIBANA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T04:26:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMPERO,PARTICULAR,157,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96707.0,2022-04-29T05:00:00Z,VIA BOGOTA GIRADOT KM 48+300,"4°15'66""N","74°31'86.0""W",EL TRIUNFO,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T04:36:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157,ILESO,NO,SIN INFORMACION,TRACTOCAMION,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,ABRIL
96706.0,2022-04-29T05:00:00Z,VIA BOGOTA GIRADOT KM 46+300,"4°15'79""N","74°31'40.0""W",EL TRIUNFO,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T21:15:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,101,HERIDO,SI,0,MOTOCICLETA,PARTICULAR,0,HERIDO,NO,SIN INFORMACION,MOTOCICLETA,ABRIL
96708.0,2022-04-30T05:00:00Z,VIA BOGOTA GIRADOT KM 46+300,"4°19'29""N","74°25'04.0""W",VARIANTE,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T14:10:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,BUSETA,PÚBLICO,121,ILESO,SI,0,CAMIONETA,PARTICULAR,0,ILESO,SI,NEGATIVA,NO APLICA,ABRIL
A001503306,2022-04-30T05:00:00Z,DG 23 CRA 27,"4°33'02""N","74°37'78.0""W",SECTOR EL INDIO,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T07:35:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,AUTOMÓVIL,PARTICULAR,139,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,ABRIL
A001503307,2022-04-30T05:00:00Z,CRA 6 CALLE 10,"4°34'11""N","74°36'14.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1899-12-31T08:50:00Z,HERIDO,CHOQUE,VEHÍCULO,MOTOCICLETA,PARTICULAR,115,HERIDO,SI,2,AUTOMOVIL,PARTICULAR,114,ILESO,SI,NEGATIVA,MOTOCICLETA,ABRIL
A001503308,2022-05-01T05:00:00Z,TRNSV 12 25 12 FRENTE FERRETERIA SAN MARTIN,"4°56'73""N","74°45'13.0""W",FERRETERIA SAN MARTIN,SUR OCCIDENTAL,NO APLICA,MASCULINO,1899-12-31T22:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,112,ILESO,SI,NEGATIVA,CAMIONETA,PARTICULAR,103,ILESO,SI,NEGATIVA,NO APLICA,MAYO
A001503309,2022-05-03T05:00:00Z,CRA 17 FRENTE UDEC,"4°33'76""N","74°37'20.0""W",PIEDRA GRANDE,OCCIDENTAL,NO APLICA,FEMENINO,1899-12-31T20:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMPERO,PARTICULAR,134,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
A001503310,2022-05-04T05:00:00Z,CALLE 22 9 51,"4°33'05""N","74°36'86.0""W",BALMORAL,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T21:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,VOLQUETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,145,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
A001503311,2022-05-05T05:00:00Z,CRA 24 5 42 FRENTE CC LA AVENIDA,"4°56'73""N","74°45'13.0""W",SAN JORGE,OCCIDENTAL,NO APLICA,MASCULINO,1900-01-01T00:56:16Z,SOLO DAÑOS,CHOQUE,OBJETO,AUTOMÓVIL,PARTICULAR,134,ILESO,NO,SIN INFORMACION,MOTOCICLETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MOTOCICLETA,MAYO
96794.0,2022-05-06T05:00:00Z,VIA BOGOTA GIRADOT KM 00+500,"4°41'76""N","74°32'54.0""W",NOVILLERO,NO APLICA,OCCIDENTAL,MASCULINO,1900-01-01T01:11:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,121,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
A001503312,2022-05-06T05:00:00Z,CRA 1 CALLE 1,"4°34'75""N","74°35'76.0""W",LA ESMERALDA,NORTE,NO APLICA,FEMENINO,1899-12-31T23:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,157,ILESO,NO,SIN INFORMACION,AUTOMOVIL,PARTICULAR,139,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
96731.0,2022-05-07T05:00:00Z,VIA BOGOTA GIRADOT KM 73+970,"4°22'48""N","74°23'17.0""W",BOSACHOQUE,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T11:00:00Z,SOLO DAÑOS,CHOQUE,OBJETO FIJO,CAMIONETA,PARTICULAR,138,ILESO,NO,SIN INFORMACION,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,NO APLICA,MAYO
96795.0,2022-05-07T05:00:00Z,VIA GIRADOT BOGOTA KM 00+100,"4°19'29""N","74°25'04.0""W",VARIANTE,NO APLICA,SUR OCCIDENTAL,MASCULINO,1899-12-31T15:45:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,CAMIONETA,OFICIAL,121,ILESO,NO,SIN INFORMACION,CAMIONETA,PÚBLICO,119,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
A001503313,2022-05-07T05:00:00Z,CALLE 8 CRA 7,"4°34'25""N","74°36'24.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1900-01-01T00:16:16Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,MICROBUS,PÚBLICO,106,ILESO,NO,SIN INFORMACION,CAMIÓN,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
96796.0,2022-05-08T05:00:00Z,VIA GIRADOT BOGOTA KM 74+260,"4°22'40""N","74°23'20.0""W",BOSACHOQUE,NO APLICA,OCCIDENTAL,MASCULINO,1899-12-31T13:20:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,BUSETA,PÚBLICO,121,ILESO,NO,SIN INFORMACION,MICROBUS,PÚBLICO,0,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
96797.0,2022-05-08T05:00:00Z,VIA BOGOTA GIRADOT KM 53+450,"4°16'25""N","74°29'18.0""W",CHINAUTA,NO APLICA,SUR OCCIDENTAL,MASCULINO,1900-01-01T03:21:16Z,HERIDO,CHOQUE,OBJETO FIJO,MOTOCICLETA,PARTICULAR,115,HERIDO,SI,2,OTRO,SIN INFORMACION,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MOTOCICLETA,MAYO
A001503314,2022-05-09T05:00:00Z,CALLE 23 11 20 COLEGIO HIMALAYA,"4°20'38""N","74°22'25.0""W",COLEGIO HIMALAYA,SUR ORIENTAL,NO APLICA,MASCULINO,1899-12-31T21:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,TRACTOCAMION,PÚBLICO,112,ILESO,NO,SIN INFORMACION,CAMIONETA,PARTICULAR,0,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
A001503315,2022-05-10T05:00:00Z,CALLE 3 CARRERA 7,"4°34'63""N","74°36'23.0""W",LA FLORIDA,NORTE,NO APLICA,FEMENINO,1899-12-31T21:07:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,MICROBUS,PÚBLICO,112,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
A001503316,2022-05-11T05:00:00Z,CRA 8 8 30 CENTRO,"4°34'22""N","74°36'31.0""W",CENTRO,CENTRO,NO APLICA,MASCULINO,1900-01-01T00:00:00Z,SOLO DAÑOS,CHOQUE,VEHÍCULO,AUTOMÓVIL,PARTICULAR,0,ILESO,NO,SIN INFORMACION,CAMIÓN,PÚBLICO,103,ILESO,NO,SIN INFORMACION,NO APLICA,MAYO
